status,source,drive_id,size_bytes,repo_target,drive_url
downloaded,Goz Kodlar,1Yv-0XLLd7JJarDXx_NlKoXjUY3TMHIzv,55418,02_roi_preprocessing/drive_outputs/eye/Goz_ROI_Cikarma.ipynb,https://drive.google.com/file/d/1Yv-0XLLd7JJarDXx_NlKoXjUY3TMHIzv/view
downloaded,Goz Kodlar,1JBnHiJj6mppI2h4-0LKPMBLxnjcfS_9Q,140303,01_data_splits/drive_exports/deney1_frame_secimi.ipynb,https://drive.google.com/file/d/1JBnHiJj6mppI2h4-0LKPMBLxnjcfS_9Q/view
downloaded,Goz Kodlar,1J7FyYiBySAk4DL8kKJyFztJQhAtOM2C6,88062,01_data_splits/drive_exports/deney1_frame_secimi_tasksapi_revize.ipynb,https://drive.google.com/file/d/1J7FyYiBySAk4DL8kKJyFztJQhAtOM2C6/view
downloaded,Goz Kodlar,1EgdPy10e4OaVKyx2jwrdYtO9JXq41fRi,23408,01_data_splits/drive_exports/deney1_frame_secimi_duzeltilmis.ipynb,https://drive.google.com/file/d/1EgdPy10e4OaVKyx2jwrdYtO9JXq41fRi/view
downloaded,Goz ROI output,1JlJf699Ja4DceQhhRd8hJqmu_8tEGDhD,2044382,02_roi_preprocessing/drive_outputs/eye/eye_roi_output/metadata.csv,https://drive.google.com/file/d/1JlJf699Ja4DceQhhRd8hJqmu_8tEGDhD/view
downloaded,Goz ROI output,14F8cxOOQEbRiAGRJ4xgCyEGQrq7CoXH7,696,02_roi_preprocessing/drive_outputs/eye/eye_roi_output/run_config.json,https://drive.google.com/file/d/14F8cxOOQEbRiAGRJ4xgCyEGQrq7CoXH7/view
downloaded,Goz Sonuclar,1L_sGILh-WuaNVspKENO_WqtO_itDHgkA,107,03_regional_models/drive_archives/eye/20260808_1214_eye_densenet121_seed42.zip.sha256,https://drive.google.com/file/d/1L_sGILh-WuaNVspKENO_WqtO_itDHgkA/view
skipped_large,Goz Sonuclar,1W9JInC-atMC75P5Mq5Jfv7rl3SD1noyF,215263815,03_regional_models/drive_archives/eye/20260808_1214_eye_densenet121_seed42.zip,https://drive.google.com/file/d/1W9JInC-atMC75P5Mq5Jfv7rl3SD1noyF/view
downloaded,Goz Sonuclar,13UDMn5jk9VzfPtwjgkngnEAmIYdg93xe,4228,06_metrics_tables/drive_outputs/eye_densenet121/artifact_manifest.csv,https://drive.google.com/file/d/13UDMn5jk9VzfPtwjgkngnEAmIYdg93xe/view
downloaded,Goz Sonuclar,19RBdwezZEv9cpMdgD3B2FE4Ws6BHTRsb,1817,06_metrics_tables/drive_outputs/eye_densenet121/final_audit.json,https://drive.google.com/file/d/19RBdwezZEv9cpMdgD3B2FE4Ws6BHTRsb/view
downloaded,Goz Sonuclar,1nwBysOm7An3MpbZh4pWDH_oAAWR2LfPl,1687,06_metrics_tables/drive_outputs/eye_densenet121/RUN_SUMMARY.txt,https://drive.google.com/file/d/1nwBysOm7An3MpbZh4pWDH_oAAWR2LfPl/view
downloaded,Goz Sonuclar,1Py6wH2uQt7Fs48vdhcpcoiiPRXMVo5gi,146,06_metrics_tables/drive_outputs/eye_densenet121/requirements_snapshot.txt,https://drive.google.com/file/d/1Py6wH2uQt7Fs48vdhcpcoiiPRXMVo5gi/view
downloaded,Goz Sonuclar,13c0NolZsQhYUG30ObWi0thdznyG4P97n,1979,06_metrics_tables/drive_outputs/eye_densenet121/config_resolved.yaml,https://drive.google.com/file/d/13c0NolZsQhYUG30ObWi0thdznyG4P97n/view
downloaded,Goz Sonuclar,10oaNEWha8fhiEwU2qs6XOwE0OxE5vxs5,938,06_metrics_tables/drive_outputs/eye_densenet121/metrics/figure_quality_audit.csv,https://drive.google.com/file/d/10oaNEWha8fhiEwU2qs6XOwE0OxE5vxs5/view
downloaded,Goz Sonuclar,1MwhE7ijwpQI44gyMOnUR61qcp0B71IBa,3755,06_metrics_tables/drive_outputs/eye_densenet121/metrics/final_evaluation_summary.json,https://drive.google.com/file/d/1MwhE7ijwpQI44gyMOnUR61qcp0B71IBa/view
downloaded,Goz Sonuclar,1JhLa07Ykl_fpyNbD6JsV_HJlNHQtLqft,374,06_metrics_tables/drive_outputs/eye_densenet121/metrics/validation_threshold.json,https://drive.google.com/file/d/1JhLa07Ykl_fpyNbD6JsV_HJlNHQtLqft/view
downloaded,Goz Sonuclar,1dH6mxY9OZtHZsI9nyYFTqWDQX95hUfxU,409,06_metrics_tables/drive_outputs/eye_densenet121/metrics/classification_report.csv,https://drive.google.com/file/d/1dH6mxY9OZtHZsI9nyYFTqWDQX95hUfxU/view
downloaded,Goz Sonuclar,1sIryI9XiwmG2bAY_g1vV99eXhXPi68na,387,06_metrics_tables/drive_outputs/eye_densenet121/metrics/default_threshold_metrics.csv,https://drive.google.com/file/d/1sIryI9XiwmG2bAY_g1vV99eXhXPi68na/view
downloaded,Goz Sonuclar,12GS4ON0QnxE-PPfB_9q_yonxfuONGOL5,274,06_metrics_tables/drive_outputs/eye_densenet121/metrics/final_source_level_metrics.csv,https://drive.google.com/file/d/12GS4ON0QnxE-PPfB_9q_yonxfuONGOL5/view
downloaded,Goz Sonuclar,1qPfxynkhIRJn_gdOn5Mg07A3vYlc3pT7,401,06_metrics_tables/drive_outputs/eye_densenet121/metrics/final_image_level_metrics.csv,https://drive.google.com/file/d/1qPfxynkhIRJn_gdOn5Mg07A3vYlc3pT7/view
downloaded,Goz Sonuclar,1_H4G4PHNEt1QYhPQPk_UPz104WU8oWRg,879,06_metrics_tables/drive_outputs/eye_densenet121/metrics/finetune_training_summary.json,https://drive.google.com/file/d/1_H4G4PHNEt1QYhPQPk_UPz104WU8oWRg/view
downloaded,Goz Sonuclar,1_J24raPK51dofFdEEZAEB86hll8ZWlLB,8436,06_metrics_tables/drive_outputs/eye_densenet121/metrics/combined_training_history.csv,https://drive.google.com/file/d/1_J24raPK51dofFdEEZAEB86hll8ZWlLB/view
downloaded,Goz Sonuclar,1iAphi_q_cW0nhT1e4C3QsUw5YJ4Fp7Wb,5345,06_metrics_tables/drive_outputs/eye_densenet121/metrics/finetune_training_history.csv,https://drive.google.com/file/d/1iAphi_q_cW0nhT1e4C3QsUw5YJ4Fp7Wb/view
downloaded,Goz Sonuclar,1Su3lR9fTOZMw14Q2mfDEAt_tP4Xl8jLW,704,06_metrics_tables/drive_outputs/eye_densenet121/metrics/frozen_training_summary.json,https://drive.google.com/file/d/1Su3lR9fTOZMw14Q2mfDEAt_tP4Xl8jLW/view
downloaded,Goz Sonuclar,1PN1abjzh-EDFzN-q6PvlNqCDn8bg1ZwG,3225,06_metrics_tables/drive_outputs/eye_densenet121/metrics/frozen_training_history.csv,https://drive.google.com/file/d/1PN1abjzh-EDFzN-q6PvlNqCDn8bg1ZwG/view
downloaded,Goz Sonuclar,11kPqJYrcJ1TutAaOToKOJ6QvrAtFmdAF,1251,06_metrics_tables/drive_outputs/eye_densenet121/metrics/smoke_test_report.json,https://drive.google.com/file/d/11kPqJYrcJ1TutAaOToKOJ6QvrAtFmdAF/view
downloaded,Goz Sonuclar,1S7JniypeqImRLTglbFpln-WcCTd6l9Bd,2432,06_metrics_tables/drive_outputs/eye_densenet121/metrics/model_summary.txt,https://drive.google.com/file/d/1S7JniypeqImRLTglbFpln-WcCTd6l9Bd/view
downloaded,Goz Raporlar,1kq-1cA9mzeD2Hcs-_mmOPYJSf0yurix7,603882,08_article/reports/eye/DenseNet121_Goz_Deney_Sonuc_Raporu_20260808.pdf,https://drive.google.com/file/d/1kq-1cA9mzeD2Hcs-_mmOPYJSf0yurix7/view
downloaded,Goz Raporlar,1uEZfS9mM4BrRA9coAJmu-Xy4VYUTfom_,341185,08_article/reports/eye/VGG16_SVM_Goz_Deney_Raporu.pdf,https://drive.google.com/file/d/1uEZfS9mM4BrRA9coAJmu-Xy4VYUTfom_/view
downloaded,Goz Raporlar,17_PuLcgayk8xSE0n-YfbDgwWAsLtwiq4,400909,08_article/reports/eye/EfficientNet_B0_Goz_ROI_Deney_Raporu.pdf,https://drive.google.com/file/d/17_PuLcgayk8xSE0n-YfbDgwWAsLtwiq4/view
downloaded,Goz Raporlar,13BRouPXF_l-mcD9fOZhn6__QvHJBusUM,837846,08_article/reports/eye/HOG_LBP_KAZE_SVM_RF_Deney_Raporu.pdf,https://drive.google.com/file/d/13BRouPXF_l-mcD9fOZhn6__QvHJBusUM/view
downloaded,Goz Raporlar,1MNpJbv4F7g7zI614-TmBFFxyt7js40ZO,739344,08_article/reports/eye/HOG_LBP_SVM_Goz_Deney_Raporu.pdf,https://drive.google.com/file/d/1MNpJbv4F7g7zI614-TmBFFxyt7js40ZO/view
downloaded,Goz Raporlar,16Eu1I2o-4-cM_4MbslFFT8KJlSIxNyAM,966020,08_article/reports/eye/Goz_SwinV2_Tiny_Deney_Raporu.pdf,https://drive.google.com/file/d/16Eu1I2o-4-cM_4MbslFFT8KJlSIxNyAM/view
downloaded,Goz Raporlar,1lT2m-xW1zcWq7XFj4x8hWW8pEKkWMT4o,933716,08_article/reports/eye/VGG16_HOG_GIST_RBF_SVM_Sonuc_Raporu.pdf,https://drive.google.com/file/d/1lT2m-xW1zcWq7XFj4x8hWW8pEKkWMT4o/view
downloaded,Goz Raporlar,1bbtjt1z8drGg342MRvzJhNbiKkbdgQhS,674675,08_article/reports/eye/Xception_Eye_Deepfake_Deney_Raporu.pdf,https://drive.google.com/file/d/1bbtjt1z8drGg342MRvzJhNbiKkbdgQhS/view
downloaded,Goz Raporlar,1SijAgMryN21yZvvKlg6AHXg4gWW2MpYw,779120,08_article/reports/eye/Swin-Tiny_Swin_V2_LBP_GLCM_Gabor_Wavelet_Deney_Raporu.pdf,https://drive.google.com/file/d/1SijAgMryN21yZvvKlg6AHXg4gWW2MpYw/view
downloaded,Goz Raporlar,1fkPshy4AOznOim6hKEueE0N20hCv8tbl,1540451,08_article/reports/eye/Pupil_Segmentasyonu_Korneal_Yansima_FusionCNN_Deney_Raporu.pdf,https://drive.google.com/file/d/1fkPshy4AOznOim6hKEueE0N20hCv8tbl/view
downloaded,Goz Raporlar,1ZVTYmhx6kr0qTlwP6iJQhSBMWuhNqsRo,52614,08_article/reports/eye/Goz_Uzerinden_Deepfake_Tespiti_Model_Onceliklendirme.pdf,https://drive.google.com/file/d/1ZVTYmhx6kr0qTlwP6iJQhSBMWuhNqsRo/view
downloaded,Goz Kod Aciklamalari,1rHs-EHMrLPZcQZTZJ8D8TAvUn3_DVZd3,238338,08_article/code_explanations/eye/DenseNet121_Goz_ROI_Kod_Aciklama_Raporu.pdf,https://drive.google.com/file/d/1rHs-EHMrLPZcQZTZJ8D8TAvUn3_DVZd3/view
downloaded,Goz Kod Aciklamalari,1lww-0fWoW55YNDEAlgbm0XHC5JXHojPB,249335,08_article/code_explanations/eye/VGG16_SVM_Goz_Kod_Aciklamasi.pdf,https://drive.google.com/file/d/1lww-0fWoW55YNDEAlgbm0XHC5JXHojPB/view
downloaded,Goz Kod Aciklamalari,1GcjtuOEbYw7zn7jLG-r4-OlFmMyZ1TyL,244291,08_article/code_explanations/eye/EfficientNet_B0_Goz_ROI_Kod_Aciklama_Raporu.pdf,https://drive.google.com/file/d/1GcjtuOEbYw7zn7jLG-r4-OlFmMyZ1TyL/view
downloaded,Goz Kod Aciklamalari,1IPXYmb3ITa2HvcP2pT_9hnnM0KwdIIf2,258304,08_article/code_explanations/eye/HOG_LBP_KAZE_SVM_RF_Goz_Kod_Aciklamasi.pdf,https://drive.google.com/file/d/1IPXYmb3ITa2HvcP2pT_9hnnM0KwdIIf2/view
downloaded,Goz Kod Aciklamalari,1aBAAPdaLIvNrUg0fM92_x6bqQIMi-mtt,215026,08_article/code_explanations/eye/HOG_LBP_SVM_Goz_Deepfake_Kod_Aciklamasi.pdf,https://drive.google.com/file/d/1aBAAPdaLIvNrUg0fM92_x6bqQIMi-mtt/view
downloaded,Goz Kod Aciklamalari,1LGIEY1WS8f6WnczZ6dHPWH9eYXM1wkYC,477155,08_article/code_explanations/eye/Goz_SwinV2_Tiny_Kod_Raporu.pdf,https://drive.google.com/file/d/1LGIEY1WS8f6WnczZ6dHPWH9eYXM1wkYC/view
downloaded,Goz Kod Aciklamalari,1WQFpNOkqt7n2FfnnEJKLuey2Ct1uaVJG,512237,08_article/code_explanations/eye/Xception_Eye_Deepfake_Kod_Aciklamalari.pdf,https://drive.google.com/file/d/1WQFpNOkqt7n2FfnnEJKLuey2Ct1uaVJG/view
downloaded,Goz Kod Aciklamalari,17IuhJUUF5XFNSmYwcVr_52uXjoha47Au,398116,08_article/code_explanations/eye/VGG16_HOG_GIST_SVM_Kod_Aciklamasi.pdf,https://drive.google.com/file/d/17IuhJUUF5XFNSmYwcVr_52uXjoha47Au/view
downloaded,Goz Kod Aciklamalari,18ds6DVSNe3VeWb1GffMT7ucbSxTDaUes,388812,08_article/code_explanations/eye/Pupil_Segmentasyonu_Korneal_Yansima_FusionCNN_Kod_Aciklamasi.pdf,https://drive.google.com/file/d/18ds6DVSNe3VeWb1GffMT7ucbSxTDaUes/view
downloaded,Goz Kod Aciklamalari,10e6IdfUPtGAUE7p3CSFHPbXd7kTbFHqi,457042,08_article/code_explanations/eye/Swin-Tiny_Swin_V2_LBP_GLCM_Gabor_Wavelet_Kod_Aciklamasi.pdf,https://drive.google.com/file/d/10e6IdfUPtGAUE7p3CSFHPbXd7kTbFHqi/view
downloaded,Goz Kod Aciklamalari,1omTiE1eoacYtDnJ6XZq-gArQYxGDtqi2,49578,08_article/code_explanations/eye/Goz_ROI_Cikarma_Kodu_Detayli_Teknik_Analiz.docx,https://drive.google.com/file/d/1omTiE1eoacYtDnJ6XZq-gArQYxGDtqi2/view
downloaded,Goz Kod Aciklamalari,1OLvV4mFDnr1u5hfNrtGvB1UUccQm1wCr,49685,08_article/code_explanations/eye/Deney1_Frame_Secimi_Tam_Feedback_ve_Fonksiyon_Analizi.docx,https://drive.google.com/file/d/1OLvV4mFDnr1u5hfNrtGvB1UUccQm1wCr/view
